my_publication,cited_by_title,cited_by_author,cited_by_institution,cited_by_country
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Wen Zhang,"University of California, Riverside",US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Lu Xu,Washington University in St. Louis,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Shaima Thadiyampurath,"University of California, Riverside",US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Xiaoyang Liu,"University of California, Riverside",US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Ta‐Yan Leong,"University of California, Riverside",US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Demetrios Pagonis,University of Colorado Boulder,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Demetrios Pagonis,University of Colorado System,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Demetrios Pagonis,Cooperative Institute for Research in Environmental Sciences,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Pedro Campuzano‐Jost,Cooperative Institute for Research in Environmental Sciences,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Pedro Campuzano‐Jost,University of Colorado Boulder,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Pedro Campuzano‐Jost,University of Colorado System,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Jose L. Jimenez,University of Colorado Boulder,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Jose L. Jimenez,University of Colorado System,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Jose L. Jimenez,Cooperative Institute for Research in Environmental Sciences,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Michael Robinson,University of Colorado Boulder,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Michael Robinson,National Oceanic and Atmospheric Administration,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Michael Robinson,Cooperative Institute for Research in Environmental Sciences,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Michael Robinson,University of Colorado System,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Michael Robinson,NOAA Chemical Sciences Laboratory,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Patrick Veres,NOAA Chemical Sciences Laboratory,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Patrick Veres,National Oceanic and Atmospheric Administration,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Joshua P. DiGangi,Langley Research Center,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Hannah S. Halliday,Langley Research Center,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,J. B. Nowak,Langley Research Center,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Glenn S. Diskin,Langley Research Center,US
Assessing formic and acetic acid emissions and chemistry in western U.S. wildfire smoke: implications for atmospheric modeling,Rapid Levoglucosan Oxidation as a Key Process in Biomass Burning Aerosol Aging,Haofei Zhang,"University of California, Riverside",US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)","Impact of wildfire smoke on ozone concentrations using a Generalized Additive model in Salt Lake City, Utah, USA, 2006–2022",Haebum Lee,University of Washington Bothell,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)","Impact of wildfire smoke on ozone concentrations using a Generalized Additive model in Salt Lake City, Utah, USA, 2006–2022",Daniel A. Jaffe,University of Washington Bothell,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)","Impact of wildfire smoke on ozone concentrations using a Generalized Additive model in Salt Lake City, Utah, USA, 2006–2022",Daniel A. Jaffe,University of Washington,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),T. Nash Skipper,Research Triangle Park Foundation,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),T. Nash Skipper,Environmental Protection Agency,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),T. Nash Skipper,Oak Ridge Institute for Science and Education,
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Emma L. D’Ambro,Environmental Protection Agency,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Emma L. D’Ambro,Research Triangle Park Foundation,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Forwood Wiser,Columbia University,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),V. Faye McNeill,Columbia University,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Rebecca H. Schwantes,National Oceanic and Atmospheric Administration,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Barron H. Henderson,Research Triangle Park Foundation,US
"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Role of chemical production and depositional losses on formaldehyde in the Community Regional Atmospheric Chemistry Multiphase Mechanism (CRACMM),Barron H. Henderson,Environmental Protection Agency,US
